iter	Logloss
192	0.4082111484
193	0.4076514175
194	0.4073564179
195	0.406932236
196	0.406576031
197	0.4061412784
198	0.4052360174
199	0.4046798666
200	0.4041147764
201	0.4034664508
202	0.4027611438
203	0.4020199691
204	0.4014785395
205	0.4006100041
206	0.3998225975
207	0.3990922107
208	0.3987388459
209	0.398314336
210	0.3975309064
211	0.3971787859
212	0.3965105442
213	0.3960452075
214	0.3953687472
215	0.3945875532
216	0.3936543718
217	0.3931775483
218	0.3923896229
219	0.3918808805
220	0.3910962176
221	0.3905767835
222	0.3897341078
223	0.3888795642
224	0.3879984866
225	0.3871045391
226	0.3863911171
227	0.3858391383
228	0.3851605916
229	0.3843190371
230	0.3837228608
231	0.3831578092
232	0.3822202024
233	0.3817903829
234	0.3810922515
235	0.3800837975
236	0.3796179773
237	0.3790686615
238	0.3785989929
239	0.3781433603
240	0.3775588578
241	0.3769206953
242	0.3759884432
243	0.3754938737
244	0.3748657613
245	0.3742628518
246	0.3735910379
247	0.3730615006
248	0.3719189142
249	0.3713237694
250	0.3705941126
251	0.3699468972
252	0.3693670371
253	0.3686091347
254	0.3679517607
255	0.3669349152
256	0.36646629
257	0.3660993055
258	0.3656304678
259	0.3649131465
260	0.3642066335
261	0.3636356869
262	0.3633058248
263	0.3625221256
264	0.3617197309
265	0.361132327
266	0.3606278279
267	0.3597239262
268	0.3589312636
269	0.3579624109
270	0.3571823591
271	0.3566364863
272	0.3563223296
273	0.3555606861
274	0.3549105411
275	0.3543395347
276	0.3539172171
277	0.3533232665
278	0.3526381009
279	0.352135383
280	0.3516222504
281	0.3510136616
282	0.3506013745
283	0.3499963221
284	0.349613585
285	0.3490300739
286	0.3485230855
287	0.3478871464
288	0.3473353508
289	0.346819992
290	0.3460142421
291	0.3451733488
292	0.3442947502
293	0.3438500647
294	0.3430784383
295	0.3423827948
296	0.3417223249
297	0.3411756408
298	0.3405189424
299	0.3400745922
300	0.3390679362
301	0.3387409908
302	0.3381823925
303	0.3376475889
304	0.3367675725
305	0.3359558845
306	0.3350907136
307	0.3346834496
308	0.3342272318
309	0.3337464296
310	0.3332716875
311	0.3326806874
312	0.3321222809
313	0.3317395084
314	0.3308447634
315	0.3305278224
316	0.3298046055
317	0.329024455
318	0.3285522743
319	0.3280547799
320	0.3277082052
321	0.327253608
322	0.3267818009
323	0.3262059719
324	0.3258344816
325	0.3250305153
326	0.32417985
327	0.3235122619
328	0.3232082105
329	0.3226670691
330	0.3221577492
331	0.3216292713
332	0.3213664021
333	0.3208082041
334	0.3200205618
335	0.3195159187
336	0.3190095957
337	0.3185408782
338	0.3179651893
339	0.3173913252
340	0.3168556076
341	0.3164777017
342	0.3159047643
343	0.3153974317
344	0.3149015791
345	0.3145281781
346	0.3141146082
347	0.3134816088
348	0.3129541267
349	0.3123856645
350	0.3119166855
351	0.3113144671
352	0.3107695035
353	0.3098510094
354	0.3092003778
355	0.3086642739
356	0.308089535
357	0.3076862008
358	0.3072432438
359	0.3066439398
360	0.306041109
361	0.3054738949
362	0.3045932122
363	0.3040590363
364	0.3034036841
365	0.3028355603
366	0.3024716351
367	0.3020284828
368	0.3015999132
369	0.3009777622
370	0.3006094004
371	0.2999808466
372	0.2992772704
373	0.2987135134
374	0.2984022456
375	0.2977028447
376	0.2972520372
377	0.2967159587
378	0.2962195176
379	0.2958158623
380	0.2954495977
381	0.2950697499
382	0.2947290645
383	0.2937698384
384	0.2931491735
385	0.2928449539
386	0.2923782461
387	0.2913059987
388	0.2909243494
389	0.2904879231
390	0.2900670616
391	0.2897275836
392	0.2892108064
393	0.2888641153
394	0.288331716
395	0.2878938305
396	0.2872580524
397	0.2867508825
398	0.2863027345
399	0.2857894904
400	0.2848992972
401	0.2843444392
402	0.283970624
403	0.28327483
404	0.2827580753
405	0.2823886099
406	0.2820224141
407	0.281485545
408	0.2810668864
409	0.2807188546
410	0.2799669177
411	0.2794995289
412	0.2786820317
413	0.2782684477
414	0.2778387637
415	0.2774433076
416	0.2768905411
417	0.2763823131
418	0.2759009262
419	0.2755343127
420	0.2748967406
421	0.2744205224
422	0.2739052496
423	0.2734593976
424	0.272964146
425	0.2726421578
426	0.2722730793
427	0.2720194732
428	0.2716939436
429	0.2710716972
430	0.2707158224
431	0.2702697376
432	0.2700337852
433	0.2696954129
434	0.2691760972
435	0.268543269
436	0.2680759787
437	0.2675746402
438	0.2673542766
439	0.2669949126
440	0.2665338405
441	0.2660297932
442	0.265564937
443	0.2652497063
444	0.264855235
445	0.2644327325
446	0.2639650582
447	0.263641127
448	0.2630876632
449	0.2625493172
450	0.262240383
451	0.2617154173
452	0.2613595126
453	0.260761841
454	0.2603183462
455	0.2596868876
456	0.2591660048
457	0.2585289078
458	0.257877045
459	0.2575565632
460	0.2570573604
461	0.256723641
462	0.2563637134
463	0.2559692508
464	0.2553979006
465	0.2550320872
466	0.2546624099
467	0.2541129557
468	0.2537945474
469	0.2533396498
470	0.2530747186
471	0.2527822396
472	0.2523276022
473	0.2517459903
474	0.2513113922
475	0.2507986796
476	0.2502638677
477	0.249802853
478	0.2494452051
479	0.249083273
480	0.2484382242
481	0.2480674548
482	0.2476645733
483	0.2473445288
484	0.2469983125
485	0.2465871377
486	0.2462586553
487	0.2460540196
488	0.2454882769
489	0.2450481408
490	0.2444498059
491	0.244117402
492	0.2436505733
493	0.243365127
494	0.2428975027
495	0.242327271
496	0.2420704581
497	0.2415943545
498	0.2412293779
499	0.2406763898
500	0.2399053142
501	0.2395700036
502	0.239071566
503	0.2385808938
504	0.2381849771
505	0.2379129836
506	0.2375940971
507	0.2371177289
508	0.2368126991
509	0.2364108499
510	0.2359949912
511	0.2356799114
512	0.2351861366
513	0.2347144141
514	0.2343958036
515	0.2340182677
516	0.2337153398
517	0.2331315398
518	0.2328436926
519	0.2323254691
520	0.2320395421
521	0.2318370999
522	0.231483126
523	0.2309595023
524	0.2306602973
525	0.2302648283
526	0.2298516031
527	0.2293185112
528	0.2290487587
529	0.2286653816
530	0.2281737683
531	0.2278375363
532	0.2275651867
533	0.2271111458
534	0.2268646728
535	0.2265216971
536	0.2258936721
537	0.2253115574
538	0.2248036947
539	0.2243015625
540	0.2238982019
541	0.2235682445
542	0.2229532882
543	0.222717253
544	0.2222780832
545	0.2220228978
546	0.2217035888
547	0.2213734063
548	0.2211559796
549	0.2209497449
550	0.220329749
551	0.2200414255
552	0.2195351318
553	0.2191327307
554	0.2188410692
555	0.2186252436
556	0.2182741766
557	0.2179700894
558	0.2176517154
559	0.2172081307
560	0.2168311593
561	0.2166020791
562	0.2159799905
563	0.2156395698
564	0.2153680565
565	0.2151192724
566	0.214742726
567	0.2143730776
568	0.2141448911
569	0.2137423226
570	0.2135550594
571	0.2131663415
572	0.2127823876
573	0.2124349151
574	0.2121208888
575	0.2118750283
576	0.2115497958
577	0.2112210738
578	0.2109344767
579	0.2106030133
580	0.2101029791
581	0.2097485559
582	0.2091265338
583	0.2088380079
584	0.208370896
585	0.2081473324
586	0.2078032299
587	0.207511929
588	0.207248253
589	0.2068313602
590	0.2065164573
591	0.2062880654
592	0.2060075263
593	0.2056578372
594	0.2053321537
595	0.2048599733
596	0.2045915
597	0.2042938014
598	0.2040968856
599	0.2037448501
600	0.2035557439
601	0.2032084923
602	0.2027349306
603	0.2025116021
604	0.2022463942
605	0.2018278499
606	0.2016094613
607	0.2013545231
608	0.2010909938
609	0.2006803921
610	0.2003364575
611	0.1999964628
612	0.1997434487
613	0.1995050458
614	0.1991910726
615	0.1989229592
616	0.19871591
617	0.1982758159
618	0.1979843687
619	0.1978063967
620	0.1974174087
621	0.1970582818
622	0.1968481094
623	0.1964525727
624	0.1962119004
625	0.1959521471
626	0.1956234377
627	0.1951557593
628	0.1946051075
629	0.1943667785
630	0.1941092289
631	0.1937251137
632	0.1932430524
633	0.1929901975
634	0.1927724507
635	0.1924070886
636	0.1922144386
637	0.191841849
638	0.1914211167
639	0.1912303881
640	0.1909236456
641	0.1906911452
642	0.1903563018
643	0.1901321146
644	0.1898298592
645	0.1894998218
646	0.1891440752
647	0.1887810282
648	0.18834842
649	0.1881660024
650	0.1879174556
651	0.1874772143
652	0.1873459511
653	0.1870170408
654	0.1865121246
655	0.186246553
656	0.1860555021
657	0.1857703553
658	0.1855776837
659	0.1854324061
660	0.1849637077
661	0.1845098591
662	0.1843159711
663	0.1840493511
664	0.1838617354
665	0.1834304194
666	0.1830628741
667	0.1827467561
668	0.1824751111
669	0.1822929676
670	0.1820419571
671	0.1818309666
672	0.1815979523
673	0.1813573843
674	0.1810836999
675	0.1807360134
676	0.1802562791
677	0.1800744008
678	0.1797383552
679	0.1794320306
680	0.1792471964
681	0.1790207623
682	0.1788327454
683	0.1784025737
684	0.1781215296
685	0.1778207329
686	0.1775918835
687	0.1773183987
688	0.1771005967
689	0.1768358846
690	0.1765577652
691	0.1763711498
692	0.1761840152
693	0.1759512088
694	0.1757420703
695	0.1754632536
696	0.1752246033
697	0.1747652241
698	0.174509988
699	0.1742374401
700	0.1740547784
701	0.1738357062
702	0.1736912216
703	0.1735287452
704	0.1733339266
705	0.1731803097
706	0.172998775
707	0.1728796777
708	0.1724553478
709	0.17215437
710	0.1718183877
711	0.1715691655
712	0.1713326216
713	0.1709072887
714	0.1704953529
715	0.170271994
716	0.1700150147
717	0.1698487441
718	0.1695816858
719	0.1693536187
720	0.1691316818
721	0.1689491295
722	0.1687539869
723	0.1685652363
724	0.1683513846
725	0.1679694078
726	0.1677933391
727	0.1675921029
728	0.1672816688
729	0.1670478043
730	0.1668094919
731	0.1665836139
732	0.1663896275
733	0.1662020081
734	0.1660039777
735	0.1658368187
736	0.1655936767
737	0.1653827095
738	0.1652164667
739	0.1649662242
740	0.1646353993
741	0.1641901781
742	0.1639183021
743	0.1637931287
744	0.1635440176
745	0.1632261907
746	0.1628002485
747	0.1625637286
748	0.1624332134
749	0.1622386497
750	0.1618082451
751	0.1614412148
752	0.1611980153
753	0.1609248265
754	0.1606610089
755	0.1603755576
756	0.1600832523
757	0.1598106632
758	0.1595661955
759	0.1593641375
760	0.1592014691
761	0.1589907676
762	0.1587801203
763	0.1583999465
764	0.1582744089
765	0.1580059467
766	0.1578798431
767	0.1577107605
768	0.1574662548
769	0.1572803922
770	0.1569028162
771	0.1567637876
772	0.1564820648
773	0.1563069899
774	0.1560581819
775	0.1558633593
776	0.1555455796
777	0.1553578944
778	0.1551327567
779	0.1549768229
780	0.1547659635
781	0.1545558957
782	0.154309798
783	0.1541027335
784	0.1538791316
785	0.153715416
786	0.1534655995
787	0.1531453259
788	0.1530067968
789	0.1528260399
790	0.1526321578
791	0.1523689034
792	0.1521730676
793	0.1520389713
794	0.1518280538
795	0.1515115353
796	0.1511731837
797	0.150883858
798	0.1506327471
799	0.1504113181
800	0.1501858891
801	0.1500452588
802	0.1498590095
803	0.1495826004
804	0.1494832733
805	0.1492644044
806	0.1490241838
807	0.1487652516
808	0.1485265781
809	0.1483270263
810	0.1480595498
811	0.1478077865
812	0.1476854541
813	0.1473666865
814	0.147125037
815	0.1469819343
816	0.1467322544
817	0.1465160603
818	0.146295854
819	0.1461658228
820	0.1459701301
821	0.1457416753
822	0.145540228
823	0.1453444808
824	0.1450163388
825	0.1448576741
826	0.1446990555
827	0.1445505346
828	0.1444090075
829	0.1442294478
830	0.1440685241
831	0.1439060333
832	0.1436977147
833	0.1434437175
834	0.1432348379
835	0.1431506902
836	0.1429383075
837	0.1427132308
838	0.1424479651
839	0.1421893243
840	0.1420379673
841	0.1417338736
842	0.1414356984
843	0.1412830131
844	0.1410794207
845	0.1407504338
846	0.1405435133
847	0.1403014719
848	0.1401830725
849	0.1400616307
850	0.1398644164
851	0.1397771796
852	0.1395421945
853	0.1393787407
854	0.1391675605
855	0.138989853
856	0.1388483185
857	0.1387232882
858	0.1385268279
859	0.1382063725
860	0.1379920696
861	0.1378157817
862	0.1376627647
863	0.1375180008
864	0.137361514
865	0.137197414
866	0.1370095422
867	0.1368550024
868	0.1365755415
869	0.1364305629
870	0.1362182267
871	0.1361013117
872	0.1359357526
873	0.1357196077
874	0.1355563953
875	0.1354286395
876	0.1352421603
877	0.1350570926
878	0.134898714
879	0.1346243999
880	0.1344045978
881	0.1341724073
882	0.1339785978
883	0.1338159486
884	0.1336545563
885	0.1334983291
886	0.133309762
887	0.1331887996
888	0.1329907398
889	0.1327608688
890	0.1326901402
891	0.1324410186
892	0.1322600596
893	0.1320489629
894	0.1317526934
895	0.1315299559
896	0.1313458322
897	0.1310924297
898	0.130912953
899	0.1307193373
900	0.1305666619
901	0.1303503314
902	0.1302248979
903	0.1300455276
904	0.1299249684
905	0.129746177
906	0.1294948359
907	0.129357613
908	0.1291885839
909	0.1290349443
910	0.1288727536
911	0.1287383074
912	0.1286513645
913	0.1285034486
914	0.1283584211
915	0.1281416325
916	0.1280306557
917	0.1278507655
918	0.1276315715
919	0.1274922717
920	0.1272644375
921	0.1271279083
922	0.1269418841
923	0.1267404672
924	0.1266380636
925	0.1264566885
926	0.1263557849
927	0.1261516925
928	0.1260416514
929	0.1258531537
930	0.1256639753
931	0.1255620178
932	0.1252480052
933	0.1251058246
934	0.1249171175
935	0.1247648777
936	0.1246656079
937	0.1244474927
938	0.1242744953
939	0.1240989675
940	0.1239538417
941	0.1237453582
942	0.1236122851
943	0.1234548148
944	0.1233187498
945	0.1232071907
946	0.1231115093
947	0.1228679703
948	0.1227125258
949	0.1225074865
950	0.1223696427
951	0.1222519862
952	0.122130482
953	0.1219663666
954	0.1218010923
955	0.1214996079
956	0.1213095016
957	0.1211350454
958	0.1208662049
959	0.120697348
960	0.120563592
961	0.1204025538
962	0.1202082388
963	0.1200174249
964	0.1198526691
965	0.1197235966
966	0.1195455504
967	0.1194334027
968	0.1192721178
969	0.1191354796
970	0.1189963157
971	0.1187533575
972	0.1186428738
973	0.1185006774
974	0.1183024145
975	0.1181654529
976	0.1179946621
977	0.117811914
978	0.1176313461
979	0.1175116465
980	0.1173679353
981	0.1172564763
982	0.1171198922
983	0.1169737755
984	0.1168294745
985	0.1166737657
986	0.1164867013
987	0.1163690379
988	0.1162345761
989	0.1160702601
990	0.1159573135
991	0.11578764
992	0.1156543282
993	0.1155272325
994	0.1153680394
995	0.1151778634
996	0.1149916865
997	0.1148192154
998	0.1146657022
999	0.114441158
